Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Aspect
46.29641764929711,11.70108841609881,1583,9,9.183333,25.3,-2.1,720.0,89.0,34.2,4
46.76187833950062,11.969069965474093,1461,21,9.841667,26.4,-1.3,787.0,98.0,31.0,334
46.97767349262156,11.196669850665277,2812,22,0.79583335,14.1,-7.7,1267.0,138.0,15.0,1
46.47248215838246,11.03143717819426,1261,1,11.158333,27.8,-0.2,500.0,62.0,35.1,14
47.0209081166421,11.339050882698466,1706,16,7.9874997,23.6,-1.8,881.0,108.0,27.3,356
46.41827194739267,11.83226130290029,2473,22,3.7166662,17.8,-5.9,1004.0,107.0,17.4,292
46.74647407592275,11.896423580573304,1743,15,8.891666,24.7,-1.5,877.0,107.0,28.7,315
46.661242694950246,11.0765775766913,870,26,13.254167,30.5,1.0,639.0,76.0,27.4,316
46.4405190041372,11.188129829362122,1427,7,10.787499,27.0,-0.1,471.0,60.0,37.7,255
46.95058647849459,11.41070387955298,1563,27,8.900001,25.3,-1.3,849.0,108.0,30.2,191
46.62948515675595,11.986779669842534,2635,13,2.9958334,16.9,-6.3,1169.0,113.0,10.2,49
46.38484073368778,11.421503887468884,1428,3,10.695832,27.0,-0.2,537.0,69.0,36.9,13
46.84111931189471,11.570140163848873,1865,11,8.166666,23.4,-1.4,840.0,100.0,26.2,18
46.97793226190171,10.831706613880211,2792,8,0.99166656,14.9,-7.7,1269.0,141.0,16.6,74
46.52405014864042,12.211273672745753,2183,17,5.7958336,20.5,-4.4,1162.0,126.0,19.0,65
46.49268635852387,12.28271994002515,2099,11,6.225,21.0,-4.0,1217.0,130.0,18.4,170
